,Date,Company,Ticker,Managers,Offer Price,Opening Price,1st Day Close,1st Day % Chg,$ Chg Open,$ Chg Close,Star Rating,Performed,Year,Month,Day,Day of Week,1st Day Open to Close % Chg,1st Day Open to Close $ Chg
351,2019-09-12,10x Genomics ,TXG,J.P. Morgan/ Goldman Sachs/ BofA Merrill Lynch,39.0,54.0,52.75,0.3525641025641026,15.0,13.75,3.0,,2019,9,12,3,-0.023148148148148147,-1.25
352,2019-09-12,SmileDirectClub ,SDC,J.P. Morgan/ Citigroup/ BofA Merrill Lynch/ Jefferies/ UBS Investment Bank/ Credit Suisse ,23.0,20.55,16.67,-0.27521739130434775,-2.4499999999999993,-6.329999999999998,2.0,Missed,2019,9,12,3,-0.1888077858880778,-3.879999999999999
353,2019-09-13,Cloudflare ,NET,Goldman Sachs/ Morgan Stanley/ J.P. Morgan,15.0,18.0,18.0,0.2,3.0,3.0,3.0,,2019,9,13,4,0.0,0.0
354,2019-09-13,Experience Investment ,EXPCU,Deutsche Bank Securities/ Citigroup/ J.P. Morgan,10.0,10.0,10.01,0.0009999999999999788,0.0,0.009999999999999787,1.0,,2019,9,13,4,0.0009999999999999788,0.009999999999999787
355,2019-09-13,Satsuma Pharmaceuticals ,STSA,Credit Suisse/ SVB Leerink/ Evercore,15.0,19.0,16.9,0.12666666666666657,4.0,1.8999999999999986,1.0,Missed,2019,9,13,4,-0.11052631578947376,-2.1000000000000014
356,2019-09-13,SpringWorks Therapeutics (SWTX),SWTX,​J.P. Morgan/ Goldman Sachs/ Cowen​,18.0,24.5,22.63,0.2572222222222222,6.5,4.629999999999999,3.0,,2019,9,13,4,-0.07632653061224494,-1.870000000000001
357,2019-09-17,Apex Technology Acquisition ,APXTU,Cantor,10.0,10.11,10.15,0.015000000000000036,0.10999999999999943,0.15000000000000036,1.0,,2019,9,17,1,0.003956478733926897,0.040000000000000924
358,2019-09-18,Envista Holdings ,NVST,J.P. Morgan/ Goldman Sachs/ Morgan Stanley,22.0,26.65,27.95,0.27045454545454545,4.649999999999999,5.949999999999999,2.0,,2019,9,18,2,0.04878048780487808,1.3000000000000007
359,2019-09-18,IGM Biosciences ,IGMS,Jefferies/ Piper Jaffray/ Stifel/ Guggenheim Securities,16.0,18.31,24.3,0.51875,2.3099999999999987,8.3,1.0,Missed,2019,9,18,2,0.3271436373566359,5.990000000000002
360,2019-09-19,Datadog ,DDOG,Morgan Stanley/ Goldman Sachs/ J.P. Morgan/ Credit Suisse,27.0,40.35,37.55,0.3907407407407406,13.350000000000001,10.549999999999997,3.0,,2019,9,19,3,-0.06939281288723678,-2.8000000000000043
361,2019-09-19,Exagen ,XGN,Cowen/ Cantor/ William Blair ,14.0,16.8,18.58,0.327142857142857,2.8000000000000007,4.579999999999998,2.0,,2019,9,19,3,0.1059523809523808,1.7799999999999976
362,2019-09-19,Ping Identity Holding  ,PING,Goldman Sachs/ BofA Merrill Lynch/ RBC Capital Markets/ Citigroup,15.0,18.75,20.11,0.3406666666666666,3.75,5.109999999999999,3.0,,2019,9,19,3,0.0725333333333333,1.3599999999999994
363,2019-09-26,Oportun Financial ,OPRT,"Barclays/ J.P. Morgan/ Jefferies/ Keefe, Bruyette & Woods (A Stifel Company)",15.0,15.7,16.17,0.07800000000000011,0.6999999999999993,1.1700000000000017,1.0,,2019,9,26,3,0.029936305732484233,0.4700000000000024
364,2019-09-26,Peloton Interactive ,PTON,Goldman Sachs/ J.P. Morgan,29.0,27.0,25.76,-0.11172413793103443,-2.0,-3.2399999999999984,2.0,Missed,2019,9,26,3,-0.04592592592592587,-1.2399999999999984
365,2019-10-03,Aprea Therapeutics ,APRE,J.P. Morgan/ Morgan Stanley/ RBC Capital Markets,15.0,15.46,20.5,0.36666666666666664,0.46000000000000085,5.5,1.0,,2019,10,3,3,0.3260025873221215,5.039999999999999
366,2019-10-03,Frequency Therapeutics ,FREQ,J.P. Morgan/ Goldman Sachs/ Cowen,14.0,11.2,13.7,-0.02142857142857148,-2.8000000000000007,-0.3000000000000007,1.0,,2019,10,3,3,0.22321428571428573,2.5
367,2019-10-03,Viela Bio ,VIE,Goldman Sachs/ Morgan Stanley/ Cowen,19.0,21.5,23.41,0.23210526315789473,2.5,4.41,1.0,Missed,2019,10,3,3,0.08883720930232558,1.9100000000000001
368,2019-10-10,BioNTech SE ,BNTX,J.P. Morgan/ BofA Merrill Lynch/ UBS Investment Bank/ SVB Leerink,15.0,16.5,14.24,-0.05066666666666665,1.5,-0.7599999999999998,1.0,,2019,10,10,3,-0.13696969696969696,-2.26
369,2019-10-11,HBT Financial ,HBT,"Keefe, Bruyette & Woods (A Stifel Company)/ J.P. Morgan",15.0,16.2,15.54,0.03599999999999994,1.1999999999999993,0.5399999999999991,1.0,,2019,10,11,4,-0.04074074074074075,-0.6600000000000001
370,2019-10-11,Vir Biotechnology ,VIR,Goldman Sachs/ J.P. Morgan/ Cowen/ Barclays,20.0,16.15,14.02,-0.29900000000000004,-3.8500000000000014,-5.98,1.0,,2019,10,11,4,-0.1318885448916408,-2.129999999999999
371,2019-10-17,BellRing Brands ,BRBR,Morgan Stanley/ Citigroup/ J.P. Morgan/ Goldman Sachs,14.0,15.5,16.5,0.17857142857142858,1.5,2.5,1.0,Missed,2019,10,17,3,0.06451612903225806,1.0
372,2019-10-18,Galileo Acquisition ,GLEO.U,EarlyBirdCapital,10.0,10.06,10.04,0.003999999999999915,0.0600000000000005,0.03999999999999915,1.0,,2019,10,18,4,-0.001988071570576675,-0.02000000000000135
373,2019-10-18,Union Acquisition Corp. II ,LATNU,Cantor,10.0,10.1,10.1,0.009999999999999964,0.09999999999999964,0.09999999999999964,1.0,,2019,10,18,4,0.0,0.0
374,2019-10-24,BRP Group,BRP,J.P. Morgan/ BofA Merrill Lynch,14.0,17.38,16.37,0.16928571428571434,3.379999999999999,2.370000000000001,2.0,,2019,10,24,3,-0.05811277330264661,-1.009999999999998
375,2019-10-25,Aesthetic Medical International Holdings Group ,AIH,Cantor/ Haitong International/ Prime Number Capital,12.0,12.16,10.03,-0.1641666666666667,0.16000000000000014,-1.9700000000000006,1.0,,2019,10,25,4,-0.1751644736842106,-2.130000000000001
376,2019-10-25,Cabaletta Bio ,CABA,Morgan Stanley/ Cowen and Company/ Evercore Group,11.0,9.0,10.0,-0.09090909090909091,-2.0,-1.0,1.0,,2019,10,25,4,0.1111111111111111,1.0
377,2019-10-25,Happiness Biology Technology Group ,HAPP,Univest Securities,5.5,4.9,4.5,-0.18181818181818182,-0.5999999999999996,-1.0,1.0,,2019,10,25,4,-0.08163265306122455,-0.40000000000000036
378,2019-10-25,Phathom Pharmaceuticals ,PHAT,Goldman Sachs/ Jefferies/ Evercore ISI,19.0,22.5,24.6,0.29473684210526324,3.5,5.600000000000001,1.0,Missed,2019,10,25,4,0.0933333333333334,2.1000000000000014
379,2019-10-25,Progyny ,PGNY,J.P. Morgan/ Goldman Sachs/ BofA Merrill Lynch,13.0,13.5,15.94,0.22615384615384612,0.5,2.9399999999999995,1.0,,2019,10,25,4,0.1807407407407407,2.4399999999999995
380,2019-10-25,TFF Pharmaceuticals ,TFFP,National Securities,5.0,5.19,5.07,0.014000000000000058,0.1900000000000004,0.07000000000000028,1.0,,2019,10,25,4,-0.023121387283237014,-0.1200000000000001
381,2019-10-25,Youdao ,DAO,Citigroup/ Morgan Stanley,17.0,13.5,12.5,-0.2647058823529412,-3.5,-4.5,1.0,,2019,10,25,4,-0.07407407407407407,-1.0
382,2019-10-31,Oyster Point Pharma ,OYST,J.P. Morgan/ Cowen/ Piper Jaffray,16.0,16.5,18.78,0.17375000000000007,0.5,2.780000000000001,1.0,,2019,10,31,3,0.13818181818181824,2.280000000000001
383,2019-10-31,RAPT Therapeutics ,RAPT,BMO Capital Markets/ Wells Fargo Securities/ UBS Investment Bank,12.0,12.25,13.0,0.08333333333333333,0.25,1.0,1.0,,2019,10,31,3,0.061224489795918366,0.75
384,2019-11-01,Fangdd Network Group ,DUO,Morgan Stanley/ Citigroup/ UBS/ CICC/ AMTD,13.0,13.0,13.0,0.0,0.0,0.0,1.0,,2019,11,1,4,0.0,0.0
385,2019-11-01,FinServ Acquisition ,FSRVU,Barclays/ Cantor,10.0,10.06,10.06,0.0060000000000000496,0.0600000000000005,0.0600000000000005,1.0,,2019,11,1,4,0.0,0.0
386,2019-11-01,Osprey Technology Acquisition,SFTW.U,Credit Suisse,10.0,10.0,10.0,0.0,0.0,0.0,1.0,,2019,11,1,4,0.0,0.0
387,2019-11-05,Merida Merger ,MCMJU,EarlyBirdCapital,10.0,10.0,10.0,0.0,0.0,0.0,1.0,,2019,11,5,1,0.0,0.0
388,2019-11-05,Q&K International Group,QK,Morgan Stanley/ CICC,17.0,17.35,17.64,0.03764705882352944,0.3500000000000014,0.6400000000000006,1.0,,2019,11,5,1,0.016714697406340007,0.28999999999999915
389,2019-11-07,Centogene B.V. ,CNTG,SVB Leerink/ Evercore ISI,14.0,14.1,12.49,-0.10785714285714285,0.09999999999999964,-1.5099999999999998,1.0,,2019,11,7,3,-0.11418439716312052,-1.6099999999999994
390,2019-11-07,Galera Therapeutics ,GRTX,BofA Merrill Lynch/ Citigroup/ Credit Suisse,12.0,12.5,12.0,0.0,0.5,0.0,2.0,,2019,11,7,3,-0.04,-0.5
391,2019-11-07,LGL Systems Acquisition ,DFNSU,Jefferies,10.0,10.03,10.04,0.003999999999999915,0.02999999999999936,0.03999999999999915,1.0,,2019,11,7,3,0.0009970089730807366,0.009999999999999787
392,2019-11-07,Silvergate Capital ,SI,"Barclays/ Keefe, Bruyette & Woods (A Stifel Company)",12.0,12.75,12.52,0.0433333333333333,0.75,0.5199999999999996,1.0,,2019,11,7,3,-0.018039215686274545,-0.23000000000000043
393,2019-11-08,36Kr Holdings ,KRKR,Credit Suisse/ CICC,14.5,12.58,13.06,-0.09931034482758617,-1.92,-1.4399999999999995,1.0,,2019,11,8,4,0.03815580286168525,0.4800000000000004
394,2019-11-08,ECMOHO ,MOHO,UBS Investment Bank/ CICC,10.0,10.1,10.1,0.009999999999999964,0.09999999999999964,0.09999999999999964,1.0,,2019,11,8,4,0.0,0.0
395,2019-11-08,Juniper Industrial Holdings (JIH.U) (u),JIH.U,UBS Investment Bank,10.0,10.0,10.0,0.0,0.0,0.0,1.0,,2019,11,8,4,0.0,0.0
396,2019-11-08,Stable Road Acquisition ,SRACU,Cantor,10.0,10.12,10.05,0.005000000000000071,0.11999999999999922,0.05000000000000071,1.0,,2019,11,8,4,-0.006916996047430683,-0.06999999999999851
397,2019-11-08,TELA Bio ,TELA,Jefferies/ Piper Jaffray,13.0,13.75,13.35,0.026923076923076897,0.75,0.34999999999999964,2.0,,2019,11,8,4,-0.029090909090909115,-0.40000000000000036
398,2019-11-11,89bio ,ETNB,BofA Merrill Lynch/ SVB Leerink/ RBC Capital Markets,16.0,20.0,20.8,0.30000000000000004,4.0,4.800000000000001,2.0,,2019,11,11,0,0.040000000000000036,0.8000000000000007
399,2019-11-19,GreenVision Acquisition ,GRNVU,I-Bankers Securities ,10.0,10.03,10.03,0.002999999999999936,0.02999999999999936,0.02999999999999936,1.0,,2019,11,19,1,0.0,0.0
400,2019-11-20,Amplitude Healthcare Acquisition ,AMHCU,BMO Capital Markets/ SVB Leerink,10.0,9.98,10.0,0.0,-0.019999999999999574,0.0,1.0,,2019,11,20,2,0.0020040080160320215,0.019999999999999574
401,2019-11-20,Software Acquisition Group ,SAQNU,B. Riley FBR,10.0,10.08,10.07,0.007000000000000029,0.08000000000000007,0.07000000000000028,1.0,,2019,11,20,2,-0.000992063492063471,-0.009999999999999787
402,2019-11-21,Canaan ,CAN,Citigroup/ China Renaissance/ CMBI,9.0,12.6,8.99,-0.0011111111111110875,3.5999999999999996,-0.009999999999999787,1.0,,2019,11,21,3,-0.2865079365079365,-3.6099999999999994
403,2019-11-21,SiTime ,SITM,Barclays/ Stifel,13.0,16.9,18.65,0.4346153846153845,3.8999999999999986,5.649999999999999,1.0,Missed,2019,11,21,3,0.10355029585798818,1.75
404,2019-11-22,Alpine Income Property Trust ,PINE,Raymond James/Baird/B. Riley FBR/BMO Capital Markets,19.0,19.0,19.0,0.0,0.0,0.0,1.0,,2019,11,22,4,0.0,0.0
405,2019-11-22,CHP Merger,CHPMU,J.P. Morgan/ Credit Suisse/ Morgan Stanley,10.0,10.04,10.05,0.005000000000000071,0.03999999999999915,0.05000000000000071,1.0,,2019,11,22,4,0.0009960159362551358,0.010000000000001563
406,2019-11-22,PropTech Acquisition ,PTACU,Cantor,10.0,10.1,10.11,0.010999999999999944,0.09999999999999964,0.10999999999999943,1.0,,2019,11,22,4,0.000990099009900969,0.009999999999999787
407,2019-11-26,Alussa Energy Acquisition (ALUSU) (u),ALUS.U,BTIG,10.0,10.03,10.02,0.0019999999999999575,0.02999999999999936,0.019999999999999574,1.0,,2019,11,26,1,-0.0009970089730807366,-0.009999999999999787
408,2019-12-05,LMP Automotive Holdings ,LMPX,ThinkEquity (a division of Fordham Financial Management),5.0,5.0,5.36,0.07200000000000006,0.0,0.3600000000000003,1.0,,2019,12,5,3,0.07200000000000006,0.3600000000000003
409,2019-12-11,LIV Capital Acquisition ,LIVKU,EarlyBirdCapital,10.01,10.01,10.02,0.0009990009990009777,0.0,0.009999999999999787,1.0,,2019,12,11,2,0.0009990009990009777,0.009999999999999787
410,2019-12-11,XP Inc. ,XP,Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ XP Investments/ Itaú BBA,27.0,32.75,34.46,0.2762962962962963,5.75,7.460000000000001,3.0,,2019,12,11,2,0.052213740458015294,1.7100000000000009
411,2019-12-12,Bill.com Holdings ,BILL,Goldman Sachs/ BofA Securities/ Jefferies/ KeyBanc Capital Markets,22.0,37.5,35.5,0.6136363636363636,15.5,13.5,3.0,,2019,12,12,3,-0.05333333333333334,-2.0
412,2019-12-12,EHang Holdings,EH,Morgan Stanley/ Credit Suisse,12.5,12.55,12.49,-0.0007999999999999829,0.05000000000000071,-0.009999999999999787,1.0,,2019,12,12,3,-0.004780876494023944,-0.0600000000000005
413,2019-12-13,CIIG Merger,CIICU,UBS Investment Bank/ Barclays,10.0,10.02,10.18,0.01799999999999997,0.019999999999999574,0.17999999999999972,1.0,,2019,12,13,4,0.015968063872255505,0.16000000000000014
414,2019-12-13,Healthcare Merger,HCCOU,Cantor,10.0,10.16,10.3,0.030000000000000072,0.16000000000000014,0.3000000000000007,1.0,,2019,12,13,4,0.013779527559055173,0.14000000000000057
415,2019-12-13,OneConnect Financial Technology ,OCFT,Morgan Stanley/ Goldman Sachs (Asia)/ J.P. Morgan/ Ping An of China Securities (Hong Kong),10.0,10.51,10.0,0.0,0.5099999999999998,0.0,1.0,,2019,12,13,4,-0.04852521408182681,-0.5099999999999998
416,2019-12-13,Sprout Social ,SPT,Goldman Sachs/ Morgan Stanley,17.0,18.05,16.6,-0.0235294117647058,1.0500000000000007,-0.3999999999999986,2.0,,2019,12,13,4,-0.08033240997229912,-1.4499999999999993
417,2019-12-19,Indonesia Energy ,INDO,Maxim Group,11.0,11.0,10.5,-0.045454545454545456,0.0,-0.5,1.0,,2019,12,19,3,-0.045454545454545456,-0.5
418,2019-12-19,Monopar Therapeutics ,MNPR,JonesTrading,8.0,8.35,26.5,2.3125,0.34999999999999964,18.5,1.0,,2019,12,19,3,2.1736526946107784,18.15
419,2019-12-30,Molecular Data ,MKD,AMTD/ Fosun Hani/ Boustead Securities,5.38,6.0,5.46,0.014869888475836444,0.6200000000000001,0.08000000000000007,N/C,,2019,12,30,0,-0.09000000000000001,-0.54
420,2018-01-10,Nebula Acquisition ,NEBUU,Deutsche Bank Securities/ Goldman Sachs,10.0,10.03,10.02,0.0019999999999999575,0.02999999999999936,0.019999999999999574,1.0,,2018,1,10,2,-0.0009970089730807366,-0.009999999999999787
421,2018-01-12,Industrial Logistics Properties Trust ,ILPT,UBS Investment Bank/ Citigroup/ RBC Capital Markets,24.0,23.7,23.35,-0.027083333333333275,-0.3000000000000007,-0.6499999999999986,1.0,,2018,1,12,4,-0.014767932489451387,-0.34999999999999787
422,2018-01-12,Liberty Oilfield Services ,LBRT,"Morgan Stanley/ Goldman, Sachs/ Wells Fargo Securities/ Citigroup/ J.P. Morgan/ Evercore ISI",17.0,21.2,21.75,0.27941176470588236,4.199999999999999,4.75,2.0,,2018,1,12,4,0.02594339622641513,0.5500000000000007
423,2018-01-12,Platinum Eagle Acquisition ,EAGLU,Deutsche Bank Securities/ BofA Merrill Lynch,10.0,10.06,10.01,0.0009999999999999788,0.0600000000000005,0.009999999999999787,1.0,,2018,1,12,4,-0.004970178926441422,-0.05000000000000071
424,2018-01-24,PagSeguro Digital Ltd. ,PAGS,Goldman Sachs/ Morgan Stanley,21.5,28.2,29.2,0.3581395348837209,6.699999999999999,7.699999999999999,3.0,,2018,1,24,2,0.03546099290780142,1.0
425,2018-01-25,Eyenovia  ,EYEN,Ladenburg Thalmann/ Roth Capital Partners​,10.0,10.0,9.92,-0.008000000000000007,0.0,-0.08000000000000007,1.0,,2018,1,25,3,-0.008000000000000007,-0.08000000000000007
426,2018-01-25,Gates Industrial Corporation plc ,GTES,Citigroup/ Morgan Stanley/ UBS Investment Bank,19.0,19.05,18.5,-0.02631578947368421,0.05000000000000071,-0.5,1.0,,2018,1,25,3,-0.028871391076115523,-0.5500000000000007
427,2018-01-25,Gordon Pointe Acqusition ,GPAQU,B. Riley FBR,10.0,10.0,10.0,0.0,0.0,0.0,1.0,,2018,1,25,3,0.0,0.0
428,2018-01-25,Menlo Therapeutics ,MNLO,Jefferies/ Piper Jaffray/ Guggenheim Securities,17.0,20.5,28.71,0.6888235294117647,3.5,11.71,2.0,,2018,1,25,3,0.4004878048780488,8.21
429,2018-01-26,ARMO BioSciences ,ARMO,Jefferies/ Leerink Partners/ BMO Capital Markets,17.0,28.0,29.74,0.7494117647058822,11.0,12.739999999999998,2.0,,2018,1,26,4,0.06214285714285709,1.7399999999999984
430,2018-01-26,PlayAGS ,AGS,Credit Suisse/ Deutsche Bank Securities/ Jefferies/ Macquarie Capital/ BofA Merrill Lynch/ Citigroup/ Nomura/ Stifel/ SunTrust Robinson Humphrey,16.0,14.0,18.5,0.15625,-2.0,2.5,1.0,,2018,1,26,4,0.32142857142857145,4.5
431,2018-01-26,resTORbio ,TORC,BofA Merrill Lynch/ Leerink Partners/ Evercore ISI,15.0,18.62,16.58,0.10533333333333322,3.620000000000001,1.5799999999999983,2.0,,2018,1,26,4,-0.10955961331901196,-2.0400000000000027
432,2018-01-26,Solid Biosciences ,SLDB,J.P. Morgan/ Goldman Sachs/ Leerink Partners,16.0,25.5,22.62,0.41375000000000006,9.5,6.620000000000001,3.0,,2018,1,26,4,-0.1129411764705882,-2.879999999999999
433,2018-01-30,MTech Acquisition ,MTECU,EarlyBirdCapital,10.0,10.01,10.07,0.007000000000000029,0.009999999999999787,0.07000000000000028,1.0,,2018,1,30,1,0.0059940059940060434,0.0600000000000005
434,2018-02-01,One Stop Systems ,OSS,Roth Capital Partners,5.0,5.55,4.88,-0.02400000000000002,0.5499999999999998,-0.1200000000000001,1.0,,2018,2,1,3,-0.12072072072072071,-0.6699999999999999
435,2018-02-01,Corporación América Air. ,CAAP,Oppenheimer & Co.,17.0,17.0,16.4,-0.035294117647058906,0.0,-0.6000000000000014,1.0,,2018,2,1,3,-0.035294117647058906,-0.6000000000000014
436,2018-02-01,Hudson Ltd. ,HUD,Credit Suisse/ Morgan Stanley/ UBS Investment Bank,19.0,17.95,17.6,-0.07368421052631571,-1.0500000000000007,-1.3999999999999986,2.0,Missed,2018,2,1,3,-0.019498607242339715,-0.34999999999999787
437,2018-02-01,Sol-Gel Technologies ,SLGL,​Jefferies/ BMO Capital Markets​,12.0,15.33,13.64,0.13666666666666671,3.33,1.6400000000000006,2.0,,2018,2,1,3,-0.11024135681669925,-1.6899999999999995
438,2018-02-02,FTS International ,FTSI,Credit Suisse/ Morgan Stanley,18.0,19.0,20.61,0.14499999999999996,1.0,2.6099999999999994,3.0,,2018,2,2,4,0.08473684210526312,1.6099999999999994
439,2018-02-08,Cactus ,WHD,Citigroup/ Credit Suisse,19.0,21.1,20.25,0.06578947368421052,2.1000000000000014,1.25,2.0,,2018,2,8,3,-0.04028436018957352,-0.8500000000000014
440,2018-02-08,Evolus ,EOLS,Cantor/ Mizuho Securities,12.0,11.2,11.5,-0.041666666666666664,-0.8000000000000007,-0.5,1.0,,2018,2,8,3,0.02678571428571435,0.3000000000000007
441,2018-02-08,Huami Corporation ,HMI,Credit Suisse/ Citigroup/ China Renaissance,11.0,12.0,11.25,0.022727272727272728,1.0,0.25,1.0,,2018,2,8,3,-0.0625,-0.75
442,2018-02-08,Mudrick Capital Acquisition ,MUDSU,Cantor,10.0,10.0,10.0,0.0,0.0,0.0,1.0,,2018,2,8,3,0.0,0.0
443,2018-02-08,Victory Capital Holdings ,VCTR,J.P. Morgan/ BofA Merrill Lynch/ Morgan Stanley Barclays/ Goldman Sachs/ RBC Capital Markets,13.0,12.25,11.6,-0.10769230769230773,-0.75,-1.4000000000000004,1.0,,2018,2,8,3,-0.053061224489795944,-0.6500000000000004
444,2018-02-09,Cardlytics ,CDLX,BofA Merrill Lynch/ J.P. Morgan,13.0,12.1,13.37,0.028461538461538403,-0.9000000000000004,0.3699999999999992,2.0,Missed,2018,2,9,4,0.10495867768595038,1.2699999999999996
445,2018-02-09,Quintana Energy Services ,QES,BofA Merrill Lynch/ Simmons & Company International (Energy Specialists of Piper Jaffray),10.0,9.0,9.0,-0.1,-1.0,-1.0,1.0,,2018,2,9,4,0.0,0.0
446,2018-02-13,Leo Holdings ,LHC.U,Citigroup,10.0,10.0,9.93,-0.007000000000000029,0.0,-0.07000000000000028,1.0,,2018,2,13,1,-0.007000000000000029,-0.07000000000000028
447,2018-02-14,Motus GI Holdings ,MOTS,Piper Jaffray/ Oppenheimer,5.0,5.0,4.38,-0.12400000000000003,0.0,-0.6200000000000001,1.0,,2018,2,14,2,-0.12400000000000003,-0.6200000000000001
448,2018-02-16,DFB Healthcare Acquisitions (DFBHU) (u),DFBHU,Goldman Sachs/ Deutsche Bank Securities,10.0,10.0,10.0,0.0,0.0,0.0,1.0,,2018,2,16,4,0.0,0.0
449,2018-02-28,Union Acquisition ,LTN.U,Ladenburg Thalmann/ Brookline Capital Markets,10.0,10.01,10.01,0.0009999999999999788,0.009999999999999787,0.009999999999999787,1.0,,2018,2,28,2,0.0,0.0
450,2018-03-08,BioXcel Therapeutics ,BTAI,Barclays/ UBS Investment Bank/ BMO Capital Markets,11.0,11.02,11.03,0.002727272727272669,0.019999999999999574,0.02999999999999936,1.0,,2018,3,8,3,0.000907441016333919,0.009999999999999787
451,2018-03-14,Bridgewater Bancshares ,BWB,Sandler O'Neill & Partners/ D.A. Davidson,11.75,12.66,12.62,0.0740425531914893,0.9100000000000001,0.8699999999999992,2.0,,2018,3,14,2,-0.003159557661927403,-0.040000000000000924
452,2018-03-14,Opes Acquisition ,OPESU,EarlyBirdCapital,10.0,10.03,10.02,0.0019999999999999575,0.02999999999999936,0.019999999999999574,1.0,,2018,3,14,2,-0.0009970089730807366,-0.009999999999999787
453,2018-03-15,Arcus Biosciences ,RCUS,Citigroup/ Goldman Sachs/ Leerink Partners,15.0,20.0,17.0,0.13333333333333333,5.0,2.0,3.0,,2018,3,15,3,-0.15,-3.0
454,2018-03-16,Tiberius Acquisition ,TIBRU,Cantor/ Dowling & Partners Securities,10.0,10.01,10.02,0.0019999999999999575,0.009999999999999787,0.019999999999999574,1.0,,2018,3,16,4,0.0009990009990009777,0.009999999999999787
455,2018-03-16,Zscaler ,ZS,Morgan Stanley/ Goldman Sachs,16.0,27.5,33.0,1.0625,11.5,17.0,3.0,,2018,3,16,4,0.2,5.5
456,2018-03-23,Dropbox ,DBX,Goldman Sachs/ J.P. Morgan/ Deutsche Bank Securities/ Allen & Company/ BofA Merrill Lynch,21.0,29.0,28.48,0.3561904761904762,8.0,7.48,3.0,,2018,3,23,4,-0.017931034482758606,-0.5199999999999996
457,2018-03-23,Sunlands Online Education Group ,STG,Goldman Sachs (Asia)/ J.P. Morgan/ Credit Suisse,11.5,13.1,11.1,-0.0347826086956522,1.5999999999999996,-0.40000000000000036,1.0,,2018,3,23,4,-0.15267175572519084,-2.0
458,2018-03-27,GreenTree Hospitality Group ,GHG,Morgan Stanley/ BofA Merrill Lynch/ UBS Securities,14.0,14.4,13.0,-0.07142857142857142,0.40000000000000036,-1.0,1.0,,2018,3,27,1,-0.09722222222222224,-1.4000000000000004
459,2018-03-28,Bilibili ,BILI,Morgan Stanley/ BofA Merrill Lynch/ J.P. Morgan,11.5,9.8,11.24,-0.022608695652173893,-1.6999999999999993,-0.2599999999999998,3.0,Missed,2018,3,28,2,0.146938775510204,1.4399999999999995
460,2018-03-28,Homology Medicines ,FIXX,BofA Merrill Lynch/ Cowen/ Evercore ISI,16.0,23.0,18.66,0.16625,7.0,2.66,3.0,,2018,3,28,2,-0.18869565217391304,-4.34
461,2018-03-28,OneSmart International Education Group ,ONE,Morgan Stanley/ Deutsche Bank Securities,11.0,11.0,10.8,-0.01818181818181812,0.0,-0.1999999999999993,1.0,,2018,3,28,2,-0.01818181818181812,-0.1999999999999993
462,2018-03-29,Genprex ,GNPX,Network 1 Financial Securities,5.0,4.64,4.7,-0.05999999999999996,-0.3600000000000003,-0.2999999999999998,1.0,,2018,3,29,3,0.012931034482758728,0.0600000000000005
463,2018-03-29,iQIYI,IQ,Goldman Sachs (Asia)/ Credit Suisse/ BofA Merrill Lynch,18.0,18.2,15.55,-0.13611111111111107,0.1999999999999993,-2.4499999999999993,2.0,Missed,2018,3,29,3,-0.14560439560439553,-2.6499999999999986
464,2018-03-29,Unum Therapeutics ,UMRX,Morgan Stanley/ Cowen,12.0,11.75,11.11,-0.07416666666666671,-0.25,-0.8900000000000006,2.0,Missed,2018,3,29,3,-0.05446808510638303,-0.6400000000000006
465,2018-04-12,Zuora ,ZUO,Goldman Sachs/ Morgan Stanley/ Allen & Company/ Jefferies,14.0,20.0,20.0,0.42857142857142855,6.0,6.0,3.0,,2018,4,12,3,0.0,0.0
466,2018-04-13,Pure Acquisition ,PACQU,Oppenheimer/ EarlyBirdCapital,10.0,10.1,10.12,0.011999999999999922,0.09999999999999964,0.11999999999999922,1.0,,2018,4,13,4,0.001980198019801938,0.019999999999999574
467,2018-04-19,GrafTech International Ltd. ,EAF,J.P. Morgan/ Credit Suisse,10.0,10.1,10.12,0.011999999999999922,0.09999999999999964,0.11999999999999922,1.0,,2018,4,19,3,0.001980198019801938,0.019999999999999574
468,2018-04-19,Surface Oncology ,SURF,Goldman Sachs/ Cowen/ Evercore ISI,15.0,14.75,13.55,-0.09666666666666662,-0.25,-1.4499999999999993,3.0,Missed,2018,4,19,3,-0.08135593220338978,-1.1999999999999993
469,2018-04-20,Level One Bancorp ,LEVL,"Raymond James/ Keefe, Bruyette & Woods (A Stifel Company)",28.0,29.0,29.26,0.045000000000000054,1.0,1.2600000000000016,2.0,,2018,4,20,4,0.008965517241379364,0.26000000000000156
470,2018-04-20,Pivotal Software ,PVTL,Morgan Stanley/ Goldman Sachs/ Citigroup,15.0,16.75,15.73,0.0486666666666667,1.75,0.7300000000000004,2.0,,2018,4,20,4,-0.060895522388059675,-1.0199999999999996
471,2018-04-26,Ceridian HCM Holding,CDAY,Goldman Sachs/ J.P. Morgan/ Credit Suisse/ Deutsche Bank Securities,21.0,28.9,31.21,0.48619047619047623,7.899999999999999,10.21,3.0,,2018,4,26,3,0.07993079584775095,2.3100000000000023
472,2018-04-26,nLIGHT ,LASR,Stifel/ Raymond James,16.0,23.0,26.95,0.684375,7.0,10.95,3.0,,2018,4,26,3,0.1717391304347826,3.9499999999999993
