,Date,Company,Ticker,Managers,Offer Price,Opening Price,1st Day Close,1st Day % Chg,$ Chg Open,$ Chg Close,Star Rating,Performed,Year,Month,Day,Day of Week,1st Day Open to Close % Chg,1st Day Open to Close $ Chg,Opening Gap % Chg,Mgr Count,Lead Mgr
11,2020-01-31,Reynolds Consumer Products ,REYN,Credit Suisse/ Goldman Sachs/ J.P. Morgan ,26.0,27.5,28.55,0.0980769230769231,1.5,2.5500000000000007,2.0,,2020,1,31,4,0.038181818181818206,1.0500000000000007,0.057692307692307696,3,Credit Suisse
12,2020-02-04,InterPrivate Acquisition ,IPV.U,EarlyBirdCapital,10.0,10.09,10.1,0.009999999999999964,0.08999999999999986,0.09999999999999963,1.0,,2020,2,4,1,0.0009910802775024566,0.009999999999999787,0.008999999999999985,1,EarlyBirdCapital
13,2020-02-06,Beam Therapeutics ,BEAM,J.P. Morgan/ Jefferies/ Barclays,17.0,24.0,18.75,0.10294117647058824,7.0,1.75,3.0,,2020,2,6,3,-0.21875,-5.25,0.4117647058823529,3,J.P. Morgan
14,2020-02-06,Casper Sleep ,CSPR,Morgan Stanley/ Goldman Sachs/ Jefferies,12.0,14.5,13.5,0.125,2.5,1.5,1.0,,2020,2,6,3,-0.06896551724137931,-1.0,0.20833333333333334,3,Morgan Stanley
15,2020-02-06,PPD ,PPD,Barclays/ J.P. Morgan/ Morgan Stanley/ Goldman Sachs/ BofA Securities/ Credit Suisse/ Jefferies/ UBS Investment Bank/ Citigroup/ Deutsche Bank Securities/ Evercore ISI/ HSBC/ Mizuho Securities/ Baird/ William Blair,27.0,31.0,30.0,0.1111111111111111,4.0,3.0,3.0,,2020,2,6,3,-0.03225806451612903,-1.0,0.14814814814814814,15,Barclays
16,2020-02-06,Schrodinger ,SDGR,Morgan Stanley/ BofA Securities/ Jefferies/ BMO Capital Markets,17.0,26.0,28.64,0.6847058823529412,9.0,11.64,2.0,,2020,2,6,3,0.10153846153846156,2.640000000000001,0.5294117647058824,4,Morgan Stanley
17,2020-02-07,NexPoint Real Estate Finance ,NREF,Raymond James,19.0,16.0,18.8,-0.01052631578947365,-3.0,-0.1999999999999993,1.0,,2020,2,7,4,0.17500000000000004,2.8000000000000007,-0.15789473684210525,1,Raymond James
18,2020-02-07,OneWater Marine ,ONEW,Raymond James/ Baird/ SunTrust Robinson Humphrey,12.0,15.02,15.14,0.2616666666666667,3.02,3.140000000000001,1.0,Missed,2020,2,7,4,0.007989347536617909,0.12000000000000098,0.25166666666666665,3,Raymond James
19,2020-02-07,Professional Holding ,PFHD,"Stephens/ Keefe, Bruyette & Woods (A Stifel Company​)",18.5,19.31,19.55,0.0567567567567568,0.8099999999999987,1.0500000000000007,NC,,2020,2,7,4,0.012428793371310306,0.24000000000000196,0.04378378378378371,2,Stephens
20,2020-02-11,CITIC Capital Acquisition (CCAC.U) (u),CCAC.U,Credit Suisse,10.0,10.26,10.2,0.019999999999999928,0.2599999999999998,0.1999999999999993,1.0,,2020,2,11,1,-0.005847953216374317,-0.0600000000000005,0.025999999999999978,1,Credit Suisse
21,2020-02-11,Greenrose Acquisition ,GNRSU,Imperial Capital,10.0,10.02,10.07,0.007000000000000029,0.01999999999999957,0.07000000000000027,1.0,,2020,2,11,1,0.0049900199600799115,0.05000000000000071,0.0019999999999999575,1,Imperial Capital
22,2020-02-12,Huize Holding Ltd. ,HUIZ,Citigroup/ CICC,10.5,10.62,10.0,-0.047619047619047616,0.11999999999999922,-0.5,1.0,,2020,2,12,2,-0.058380414312617625,-0.6199999999999992,0.011428571428571354,2,Citigroup
23,2020-02-13,Yunhong International ,ZGYHU,Maxim Group LLC,10.0,10.01,10.0,0.0,0.009999999999999787,0.0,1.0,,2020,2,13,3,-0.0009990009990009775,-0.009999999999999787,0.0009999999999999788,1,Maxim Group LLC
24,2020-02-13,Muscle Maker ,GRIL,Alexander Capital,5.0,4.7,3.86,-0.22800000000000006,-0.2999999999999998,-1.14,1.0,,2020,2,13,3,-0.1787234042553192,-0.8400000000000003,-0.05999999999999996,1,Alexander Capital
25,2020-02-13,Revolution Medicines ,RVMD,J.P. Morgan/ Cowen/ SVB Leerink/ Guggenheim Securities,17.0,28.21,28.9,0.7,11.21,11.9,3.0,,2020,2,13,3,0.024459411556185667,0.6899999999999977,0.6594117647058824,4,J.P. Morgan
26,2020-02-14,Churchill Capital Corp. III ,CCXX.U,Citigroup/ Goldman Sachs,10.0,10.58,10.51,0.050999999999999976,0.5800000000000001,0.5099999999999998,1.0,,2020,2,14,4,-0.006616257088846908,-0.07000000000000027,0.05800000000000001,2,Citigroup
27,2020-02-14,Newborn Acquisition ,NBACU,Chardan,10.0,10.02,10.05,0.005000000000000071,0.01999999999999957,0.05000000000000071,1.0,,2020,2,14,4,0.0029940119760480176,0.030000000000001137,0.0019999999999999575,1,Chardan
28,2020-02-20,East Stone Acquisition ,ESSCU,I-Bankers Securities,10.0,10.05,10.01,0.0009999999999999788,0.05000000000000071,0.009999999999999787,1.0,,2020,2,20,3,-0.003980099502487654,-0.040000000000000924,0.005000000000000071,1,I-Bankers Securities
29,2020-02-21,dMY Technology Group ,DMYT.U,Goldman Sachs/ UBS Investment Bank,10.0,10.31,10.34,0.03399999999999999,0.3100000000000005,0.33999999999999986,1.0,,2020,2,21,4,0.0029097963142579396,0.029999999999999364,0.03100000000000005,2,Goldman Sachs
30,2020-02-28,Passage BIO ,PASG,J.P. Morgan/ Goldman Sachs/ Cowen,18.0,22.27,22.2,0.2333333333333333,4.27,4.199999999999998,3.0,,2020,2,28,4,-0.003143242029636295,-0.07000000000000027,0.2372222222222222,3,J.P. Morgan
31,2020-03-03,GFL Environmental Holdings,GFL,JPMorgan/ BMO Capital Markets/ Goldman Sachs/ RBC Capital Markets/ Scotiabank,19.0,17.5,16.8,-0.11578947368421047,-1.5,-2.1999999999999997,1.0,,2020,3,3,1,-0.03999999999999996,-0.6999999999999993,-0.07894736842105263,5,JPMorgan
32,2020-03-06,Flying Eagle Acquisition,FEAC.U,Goldman Sachs/ DNB Markets,10.0,10.45,10.4,0.040000000000000036,0.4499999999999993,0.4000000000000004,1.0,,2020,3,6,4,-0.004784688995215209,-0.04999999999999893,0.04499999999999993,2,Goldman Sachs
33,2020-03-06,LifeSci Acquisition,LSACU,Chardan,10.0,10.1,10.25,0.025,0.09999999999999963,0.25,1.0,,2020,3,6,4,0.014851485148514887,0.15000000000000036,0.009999999999999964,1,Chardan
34,2020-03-11,DFP Healthcare Acquisitions ,DFPHU,Deutsche Bank Securities,10.0,10.18,10.2,0.019999999999999928,0.17999999999999972,0.1999999999999993,1.0,,2020,3,11,2,0.0019646365422396443,0.01999999999999957,0.01799999999999997,1,Deutsche Bank Securities
35,2020-03-12,IMARA ,IMRA,Morgan Stanley/ Citigroup/ SVB Leerink,16.0,14.0,15.0,-0.0625,-2.0,-1.0,1.0,,2020,3,12,3,0.07142857142857142,1.0,-0.125,3,Morgan Stanley
36,2020-04-01,WiMi Hologram Cloud ,WIMI,Benchmark Company/ Maxim Group/ China Merchants Securities (HK)/ AMTD Global Markets,5.5,6.0,5.5,0.0,0.5,0.0,N/C,,2020,4,1,2,-0.08333333333333333,-0.5,0.09090909090909091,4,Benchmark Company
37,2020-04-03,Zentalis Pharmaceuticals ,ZNTL,Morgan Stanley/ Jefferies/ SVB Leerink/ Guggenheim Securities ,18.0,25.2,23.2,0.2888888888888889,7.199999999999998,5.199999999999998,1.0,Missed,2020,4,3,4,-0.07936507936507936,-2.0,0.39999999999999997,4,Morgan Stanley
38,2020-04-08,Keros Therapeutics ,KROS,Jefferies/ SVB Leerink/ Piper Sandler,16.0,20.85,20.08,0.2549999999999999,4.850000000000001,4.079999999999998,2.0,,2020,4,8,2,-0.036930455635491764,-0.7700000000000031,0.3031250000000001,3,Jefferies
39,2020-04-22,Social Capital Hedosophia Holdings Corp. III,IPOC.U,Credit Suisse,10.0,10.08,10.07,0.007000000000000029,0.08000000000000007,0.07000000000000027,1.0,,2020,4,22,2,-0.0009920634920634712,-0.009999999999999787,0.008000000000000007,1,Credit Suisse
40,2020-04-24,CC Neuberger Principal Holdings I ,PCPL.U,Goldman Sachs/ BofA Securities,10.0,10.05,10.06,0.00600000000000005,0.05000000000000071,0.0600000000000005,1.0,,2020,4,24,4,0.0009950248756218692,0.009999999999999787,0.005000000000000071,2,Goldman Sachs
41,2020-04-24,Chardan Healthcare Acquisition 2 ,CHAQ.U,Chardan,10.0,10.0,9.98,-0.0019999999999999575,0.0,-0.01999999999999957,1.0,,2020,4,24,4,-0.0019999999999999575,-0.01999999999999957,0.0,1,Chardan
42,2020-04-24,ORIC Pharmaceuticals ,ORIC,J.P. Morgan/ Citigroup/ Jefferies/ Guggenheim Securities,16.0,26.0,25.77,0.610625,10.0,9.77,3.0,,2020,4,24,4,-0.008846153846153863,-0.23000000000000045,0.625,4,J.P. Morgan
43,2020-04-28,Social Capital Hedosophia Holdings Corp. II ,IPOB.U,Credit Suisse,10.0,10.15,10.12,0.011999999999999922,0.15000000000000036,0.11999999999999922,1.0,,2020,4,28,1,-0.002955665024630654,-0.030000000000001137,0.015000000000000036,1,Credit Suisse
44,2020-04-30,Fortress Value Acquisition (FVAC.U) (u),FVAC.U,Deutsche Bank Securities,10.0,10.05,10.06,0.00600000000000005,0.05000000000000071,0.0600000000000005,1.0,,2020,4,30,3,0.0009950248756218692,0.009999999999999787,0.005000000000000071,1,Deutsche Bank Securities
45,2020-05-01,Collective Growth ,CGROU,Cantor,10.0,10.0,9.96,-0.003999999999999915,0.0,-0.03999999999999915,1.0,,2020,5,1,4,-0.003999999999999915,-0.03999999999999915,0.0,1,Cantor
46,2020-05-01,Lyra Therapeutics ,LYRA,BofA Securities/ Jefferies/ William Blair,16.0,21.0,18.56,0.15999999999999992,5.0,2.5599999999999987,3.0,,2020,5,1,4,-0.11619047619047625,-2.4400000000000013,0.3125,3,BofA Securities
47,2020-05-05,Roth CH Acquisition ,ROCHU,Roth Capital Partners/ Craig-Hallum Capital Group,10.0,9.95,9.94,-0.00600000000000005,-0.05000000000000071,-0.0600000000000005,1.0,,2020,5,5,1,-0.0010050251256281193,-0.009999999999999787,-0.005000000000000071,2,Roth Capital Partners
48,2020-05-06,Live Oak Acquisition ,LOAK.U,Jefferies,10.0,10.0,9.88,-0.011999999999999922,0.0,-0.11999999999999922,1.0,,2020,5,6,2,-0.011999999999999922,-0.11999999999999922,0.0,1,Jefferies
49,2020-05-06,Sustainable Opportunities Acquisition ,SOAC.U,Citigroup,10.0,9.9,9.93,-0.007000000000000029,-0.09999999999999963,-0.07000000000000027,1.0,,2020,5,6,2,0.0030303030303029657,0.029999999999999364,-0.009999999999999964,1,Citigroup
50,2020-05-08,Ayala Pharmaceuticals ,AYLA,Citigroup/ Jefferies,15.0,15.66,15.03,0.0019999999999999575,0.6600000000000001,0.029999999999999364,3.0,Missed,2020,5,8,4,-0.04022988505747131,-0.6300000000000008,0.04400000000000001,2,Citigroup
51,2020-05-08,China Liberal Education Holdings (CLEU),CLEU,Boustead Securities,6.0,5.0,4.85,-0.19166666666666676,-1.0,-1.1500000000000004,1.0,,2020,5,8,4,-0.030000000000000075,-0.15000000000000036,-0.16666666666666666,1,Boustead Securities
52,2020-05-08,Kingsoft Cloud Holdings ,KC,J.P. Morgan/ UBS Investment Bank/ Credit Suisse/ CICC ,17.0,20.37,23.84,0.4023529411764706,3.370000000000001,6.84,2.0,,2020,5,8,4,0.17034855179185068,3.469999999999999,0.19823529411764712,4,J.P. Morgan
53,2020-05-14,GigCapital3 ,GIK.U,Nomura/ Oppenheimer,10.0,9.9,9.91,-0.008999999999999984,-0.09999999999999963,-0.08999999999999986,1.0,,2020,5,14,3,0.0010101010101009886,0.009999999999999787,-0.009999999999999964,2,Nomura
54,2020-05-14,Jaws Acquisition ,JWS.U,Credit Suisse,10.0,10.0,10.25,0.025,0.0,0.25,1.0,,2020,5,14,3,0.025,0.25,0.0,1,Credit Suisse
55,2020-05-15,ADC Therapeutics America SA ,ADCI,Morgan Stanley/ BofA Securities/ Cowen and Company,19.0,30.0,29.65,0.5605263157894737,11.0,10.65,1.0,,2020,5,15,4,-0.011666666666666714,-0.3500000000000014,0.5789473684210527,3,Morgan Stanley
56,2020-05-15,Novus Capital,NOVSU,EarlyBirdCapital,10.0,9.97,9.95,-0.005000000000000071,-0.029999999999999364,-0.05000000000000071,1.0,,2020,5,15,4,-0.0020060180541626228,-0.02000000000000135,-0.002999999999999936,1,EarlyBirdCapital
57,2020-05-20, B. Riley Principal Merger ,BMRG.U,B. Riley FBR,10.0,10.0,10.0,0.0,0.0,0.0,1.0,,2020,5,20,2,0.0,0.0,0.0,1,B. Riley FBR
58,2020-05-21,Longview Acquisition ,LGVW.U,Cowen/ UBS Investment Bank,10.0,10.0,10.0,0.0,0.0,0.0,1.0,,2020,5,21,3,0.0,0.0,0.0,2,Cowen
59,2020-05-21,SelectQuote ,SLQT,Credit Suisse/ Morgan Stanley/ Evercore ISI/ RBC Capital Markets/ Barclays/ Citigroup/ Jefferies,20.0,26.2,27.0,0.35,6.199999999999998,7.0,3.0,,2020,5,21,3,0.030534351145038195,0.8000000000000007,0.30999999999999994,7,Credit Suisse
60,2020-05-22,Inari Medical ,NRAI,BofA Securities/Morgan Stanley,19.0,41.3,42.51,1.2373684210526317,22.3,23.51,3.0,,2020,5,22,4,0.029297820823244575,1.2100000000000009,1.1736842105263157,2,BofA Securities
61,2020-05-27,Foley Trasimene Acquisition,WPF.U,Credit Suisse/ BofA Securities,10.0,10.15,10.18,0.017999999999999967,0.15000000000000036,0.17999999999999972,1.0,,2020,5,27,2,0.0029556650246304788,0.029999999999999364,0.015000000000000036,2,Credit Suisse
62,2020-06-03,Pliant Therapeutics ,PLRX,Citigroup/ Cowen/ Piper Sandler,16.0,25.0,21.3,0.33125000000000004,9.0,5.300000000000002,3.0,,2020,6,3,2,-0.14799999999999994,-3.6999999999999993,0.5625,3,Citigroup
63,2020-06-03,Warner Music Group ,WMG,Morgan Stanley/ Credit Suisse/ Goldman Sachs,25.0,27.0,30.12,0.20480000000000004,2.0,5.120000000000001,2.0,,2020,6,3,2,0.1155555555555556,3.120000000000001,0.08,3,Morgan Stanley
64,2020-06-04,ZoomInfo Technologies ,ZI,J.P. Morgan/ Morgan Stanley/ Barclays/ Credit Suisse/ BofA Securities/ Deutsche Bank Securities/ RBC Capital Markets/ UBS Investment Ban/ Wells Fargo Securities,21.0,40.0,34.0,0.6190476190476191,19.0,13.0,3.0,,2020,6,4,3,-0.15,-6.0,0.9047619047619048,9,J.P. Morgan
65,2020-06-05,Applied Molecular Transport (AMTI),AMTI,BofA Securities/Jefferies/ SVB Leerink,14.0,26.0,17.98,0.2842857142857143,12.0,3.98,2.0,,2020,6,5,4,-0.30846153846153845,-8.02,0.8571428571428571,3,BofA Securities
66,2020-06-05,ARYA Sciences Acquisition Corp II ,ARYBU,Jefferies/ Goldman Sachs,10.0,10.6,10.79,0.07899999999999993,0.5999999999999996,0.7899999999999991,1.0,,2020,6,5,4,0.017924528301886747,0.1899999999999995,0.05999999999999996,2,Jefferies
67,2020-06-05,Dada Nexus Limited ,DADA,Goldman Sachs (Asia)/ BofA Securities/ Jefferies,16.0,18.3,15.99,-0.0006249999999999867,2.3000000000000007,-0.009999999999999787,2.0,,2020,6,5,4,-0.12622950819672132,-2.3100000000000005,0.14375000000000004,3,Goldman Sachs (Asia)
68,2020-06-05,Legend Biotech ,LEGN,Morgan Stanley/ J.P. Morgan Securities/ Jefferies,23.0,37.0,37.0,0.6086956521739131,14.0,14.0,2.0,,2020,6,5,4,0.0,0.0,0.6086956521739131,3,Morgan Stanley
69,2020-06-05,Mountain Crest Acquisition ,MCACU,Chardan,10.0,10.05,10.04,0.003999999999999915,0.05000000000000071,0.03999999999999915,1.0,,2020,6,5,4,-0.0009950248756220462,-0.010000000000001565,0.005000000000000071,1,Chardan
70,2020-06-05,Shift4 Payments ,FOUR,Citigroup/ Credit Suisse/ Goldman Sachs,23.0,33.0,33.54,0.4582608695652173,10.0,10.54,3.0,,2020,6,5,4,0.016363636363636337,0.5399999999999991,0.43478260869565216,3,Citigroup
71,2020-06-09,Hudson Executive Investment ,HECCU,Citigroup/ J.P. Morgan,10.0,10.19,10.25,0.025,0.1899999999999995,0.25,3.0,,2020,6,9,1,0.005888125613346468,0.0600000000000005,0.01899999999999995,2,Citigroup
72,2020-06-09,Vroom ,VRM,Goldman Sachs/ BofA Securities/ Allen & Company/ Wells Fargo Securities,22.0,40.25,47.9,1.1772727272727272,18.25,25.9,4.0,,2020,6,9,1,0.1900621118012422,7.649999999999999,0.8295454545454546,4,Goldman Sachs
73,2020-06-10,uCloudlink Group ,UCL,I-Bankers Securities/ Valuable Capital Limited,18.0,22.5,17.24,-0.042222222222222314,4.5,-0.7600000000000016,1.0,,2020,6,10,2,-0.23377777777777786,-5.260000000000002,0.25,2,I-Bankers Securities
74,2020-06-11,Lantern Pharma ,LTRN,ThinkEquity (a division of Fordham Financial Management) ,15.0,14.8,14.95,-0.003333333333333381,-0.1999999999999993,-0.05000000000000071,1.0,,2020,6,11,3,0.01013513513513504,0.14999999999999858,-0.013333333333333286,1,ThinkEquity (a division of Fordham Financial Management) 
75,2020-06-12,Avidity Biosciences ,RNA,Cowen/ SVB Leerink/ Credit Suisse/ Wells Fargo Securities,18.0,26.5,28.5,0.5833333333333334,8.5,10.5,3.0,,2020,6,12,4,0.07547169811320754,2.0,0.4722222222222222,4,Cowen
76,2020-06-12,AZEK Company (The),AZEK,Barclays/ BofA Securities/ Goldman Sachs/ Jefferies,23.0,27.5,27.15,0.1804347826086956,4.5,4.149999999999999,3.0,,2020,6,12,4,-0.01272727272727278,-0.3500000000000014,0.1956521739130435,4,Barclays
77,2020-06-12,Burning Rock Biotech Ltd. ,BNR,Morgan Stanley/ BofA Securities/ Cowen,16.5,22.8,24.63,0.4927272727272727,6.300000000000002,8.129999999999999,3.0,,2020,6,12,4,0.08026315789473676,1.8299999999999983,0.38181818181818183,3,Morgan Stanley
78,2020-06-12,Generation Bio,GBIO,J.P. Morgan/ Jefferies/ Cowen,19.0,22.15,24.69,0.2994736842105264,3.1499999999999986,5.690000000000001,3.0,,2020,6,12,4,0.11467268623024846,2.5400000000000027,0.16578947368421046,3,J.P. Morgan
79,2020-06-12,Vaxcyte ,PCVX,BofA Securities/ Jefferies/ Evercore ISI,16.0,20.8,26.15,0.6343749999999999,4.800000000000002,10.15,3.0,,2020,6,12,4,0.2572115384615383,5.349999999999998,0.30000000000000004,3,BofA Securities
80,2020-06-16,Royalty Pharma plc ,RPRX,J.P. Morgan/ Morgan Stanley/ BofA Securities/ Goldman Sachs/ Citigroup/ UBS Investment Bank,28.0,44.0,44.5,0.5892857142857143,16.0,16.5,3.0,,2020,6,16,1,0.011363636363636364,0.5,0.5714285714285714,6,J.P. Morgan
81,2020-06-17,Trebia Acquisition ,TRE.U,Credit Suisse/ BofA Securities,10.0,10.46,10.34,0.03399999999999999,0.4600000000000009,0.33999999999999986,1.0,,2020,6,17,2,-0.011472275334608123,-0.12000000000000098,0.04600000000000008,2,Credit Suisse
82,2020-06-19,Forma Therapeutics Holdings ,FMTX,Jefferies/ SVB Leerink/ Credit Suisse,20.0,40.0,39.0,0.95,20.0,19.0,3.0,,2020,6,19,4,-0.025,-1.0,1.0,3,Jefferies
83,2020-06-19,Genetron Holdings ,GTH,Credit Suisse/ CICC,16.0,16.15,16.0,0.0,0.14999999999999858,0.0,3.0,Missed,2020,6,19,4,-0.00928792569659434,-0.14999999999999858,0.009374999999999911,2,Credit Suisse
84,2020-06-19,Progenity,PROG,Piper Sandler/ Wells Fargo Securities,15.0,15.11,13.12,-0.12533333333333338,0.10999999999999943,-1.8800000000000008,3.0,Missed,2020,6,19,4,-0.13170086035737924,-1.99,0.007333333333333295,2,Piper Sandler
85,2020-06-19,Repare Therapeutics ,RPTX,Morgan Stanley/ Goldman Sachs/ Cowen/ Piper Sandler,20.0,32.05,30.8,0.54,12.049999999999995,10.8,3.0,,2020,6,19,4,-0.03900156006240239,-1.2499999999999964,0.6024999999999998,4,Morgan Stanley
86,2020-06-24,Brilliant Acquisition ,BRLIU,EarlyBirdCapital,10.0,10.01,10.5,0.05,0.009999999999999787,0.5,1.0,,2020,6,24,2,0.048951048951048966,0.4900000000000002,0.0009999999999999788,1,EarlyBirdCapital
87,2020-06-26,Agora ,API,Morgan Stanley/ BofA Securities,20.0,45.0,50.5,1.525,25.0,30.5,2.0,,2020,6,26,4,0.12222222222222222,5.5,1.25,2,Morgan Stanley
88,2020-06-26,Akouos ,AKUS,BofA Securities/ Cowen/ Piper Sandler,17.0,22.26,22.0,0.29411764705882354,5.260000000000002,5.0,3.0,,2020,6,26,4,-0.011680143755615524,-0.2600000000000016,0.30941176470588244,3,BofA Securities
89,2020-06-26,Albertsons Companies ,ACI,BofA Securities/ Goldman Sachs/J.P. Morgan/ Citigroup,16.0,15.5,15.45,-0.034375000000000044,-0.5,-0.5500000000000007,2.0,Missed,2020,6,26,4,-0.0032258064516129488,-0.05000000000000071,-0.03125,4,BofA Securities
90,2020-06-26,Ebang International Holdings ,EBON,AMTD/ Loop Capital Markets,5.23,4.6,5.0,-0.04397705544933087,-0.6300000000000008,-0.23000000000000045,N/C,,2020,6,26,4,0.08695652173913053,0.4000000000000004,-0.12045889101338446,2,AMTD
91,2020-06-26,Fusion Acquisition ,FUSE.U,Cantor,10.0,10.25,10.16,0.016000000000000014,0.25,0.16000000000000014,1.0,,2020,6,26,4,-0.008780487804878036,-0.08999999999999986,0.025,1,Cantor
92,2020-06-26,Fusion Pharmaceuticals ,FUSN,Morgan Stanley/ Jefferies/ Cowen,17.0,18.5,17.0,0.0,1.5,0.0,3.0,,2020,6,26,4,-0.08108108108108109,-1.5,0.08823529411764706,3,Morgan Stanley
93,2020-06-26,Kensington Capital Acquisition ,KCAC.U,UBS Investment Bank/ Stifel,10.0,10.05,10.05,0.005000000000000071,0.05000000000000071,0.05000000000000071,1.0,,2020,6,26,4,0.0,0.0,0.005000000000000071,2,UBS Investment Bank
94,2020-06-26,PolyPid ,PYPD,Barclays/ BMO Capital Markets,16.0,16.0,19.0,0.1875,0.0,3.0,2.0,,2020,6,26,4,0.1875,3.0,0.0,2,Barclays
95,2020-06-30,GS Acquisition Holdings Corp II ,GSAH.U,Goldman Sachs/ Citigroup,10.0,10.4,10.51,0.050999999999999976,0.4000000000000004,0.5099999999999998,1.0,,2020,6,30,1,0.010576923076923022,0.10999999999999943,0.040000000000000036,2,Goldman Sachs
96,2020-07-01,Dun & Bradstreet Holdings ,DNB,Goldman Sachs/ BofA Securities,22.0,25.0,25.35,0.15227272727272734,3.0,3.3500000000000014,2.0,,2020,7,1,2,0.014000000000000058,0.3500000000000014,0.13636363636363635,2,Goldman Sachs
97,2020-07-01,Panacea Acquisition ,PANA.U,Cowen,10.0,10.85,11.3,0.13000000000000006,0.8499999999999996,1.3000000000000007,1.0,,2020,7,1,2,0.04147465437788028,0.45000000000000107,0.08499999999999996,1,Cowen
98,2020-07-02,Accolade ,ACCD,Goldman Sachs/ Morgan Stanley/ BofA Securities,22.0,35.0,29.7,0.35,13.0,7.699999999999998,3.0,,2020,7,2,3,-0.15142857142857144,-5.300000000000002,0.5909090909090909,3,Goldman Sachs
99,2020-07-02,Capstar Special Purpose Acquisition ,CPSR.U,Citigroup/ UBS Investment Bank/ BTIG,10.0,10.16,10.22,0.02200000000000006,0.16000000000000014,0.22000000000000064,1.0,,2020,7,2,3,0.005905511811023671,0.0600000000000005,0.016000000000000014,3,Citigroup
100,2020-07-02,Lemonade ,LMND,Goldman Sachs/ Morgan Stanley/ Allen & Company/ Barclays Capital ,29.0,50.06,69.41,1.3934482758620688,21.06,40.41,3.0,,2020,7,2,3,0.3865361566120654,19.349999999999994,0.7262068965517242,4,Goldman Sachs
101,2020-07-08,BlueCity Holdings ,BLCT, AMTD/ Loop Capital Markets/ Tiger Brokers/ Prime Number Capital/ R. F. Lafferty,16.0,20.45,23.43,0.464375,4.449999999999998,7.43,N/C,,2020,7,8,2,0.14572127139364305,2.9800000000000004,0.27812499999999996,5, AMTD
102,2020-07-08,Therapeutics Acquisition ,TXAC,Jefferies,10.0,11.25,12.02,0.202,1.25,2.02,1.0,Missed,2020,7,8,2,0.0684444444444444,0.7699999999999996,0.125,1,Jefferies
103,2020-07-10,Nkarta ,NKTX,Cowen/ Evercore ISI/ Stifel/ Mizuho Securities,18.0,54.75,47.99,1.666111111111111,36.75,29.99,3.0,,2020,7,10,4,-0.12347031963470315,-6.759999999999998,2.0416666666666665,4,Cowen
